Electronegativity,IonicRadius,AtomicNumber,BandGap
3.18,2.357,45,3.34
2.868,1.659,16,3.09
3.857,1.834,31,3.011
0.928,2.323,34,3.986
0.888,1.191,50,3.667
1.631,1.743,65,2.817
1.564,0.578,82,2.367
1.515,0.874,62,3.281
3.691,2.162,43,2.851
1.524,2.034,56,3.582
1.597,1.201,15,3.342
3.206,1.254,48,2.548
2.184,1.567,49,2.728
3.263,0.5,81,1.863
0.916,0.982,44,3.523
2.309,0.916,10,3.373
0.811,1.001,20,3.638
0.907,2.112,70,3.749
3.691,1.059,8,2.792
1.16,0.883,45,3.335
2.457,1.509,34,3.191
2.057,2.231,51,3.902
1.846,0.983,4,3.516
3.669,0.657,39,2.617
0.772,1.213,24,3.992
2.891,1.995,55,2.87
3.879,1.601,26,2.321
2.549,2.134,25,3.254
3.792,2.419,36,2.908
0.872,2.085,71,3.58
2.082,1.708,74,3.304
1.559,1.487,58,3.099
3.112,0.58,12,2.813
3.938,2.469,1,3.329
1.547,1.267,50,3.232
2.859,0.804,25,3.131
1.354,1.833,80,2.977
2.566,1.069,5,2.904
2.231,1.672,83,2.747
3.908,1.674,68,2.281
2.708,1.391,6,3.369
1.853,2.172,26,3.725
1.077,1.03,55,3.266
1.199,1.397,39,3.213
1.444,1.575,9,3.816
1.528,1.827,45,3.267
3.507,2.068,14,3.135
2.552,1.29,55,2.579
2.427,1.792,9,3.612
1.079,0.801,15,4.0
3.538,2.365,37,2.783
3.085,1.266,50,2.369
0.923,1.959,72,3.825
3.036,0.541,21,3.22
2.494,0.91,57,2.434
0.97,1.474,19,3.881
2.212,2.257,58,3.374
2.299,1.555,6,3.461
1.247,2.36,4,3.771
3.821,1.468,43,2.179
3.505,1.481,42,2.345
2.908,0.739,3,2.809
2.226,2.105,1,3.793
2.059,0.994,55,3.239
2.848,2.299,15,3.101
2.5,2.322,47,3.07
0.906,2.387,46,3.656
2.391,1.54,58,3.038
3.361,1.854,71,2.336
2.215,2.057,81,2.708
0.871,0.762,83,2.691
3.295,1.702,39,3.183
1.365,0.569,3,4.0
1.553,1.495,30,3.588
1.244,0.81,35,3.807
1.79,0.866,57,2.872
3.197,1.23,29,2.84
2.414,1.365,50,3.147
1.376,1.746,62,3.206
3.597,0.649,52,2.236
3.603,1.507,14,2.84
3.573,0.865,35,2.63
1.488,1.648,28,3.675
2.189,1.775,58,2.935
3.95,1.613,30,2.569
3.248,1.977,7,3.543
0.79,1.171,39,3.823
0.915,2.03,69,3.708
2.231,1.366,35,3.771
3.7,1.468,52,2.198
2.478,1.796,14,3.625
2.343,0.537,63,2.648
1.048,1.808,36,3.889
2.867,1.737,24,3.22
3.413,1.12,40,2.435
1.955,0.672,29,2.911
3.26,0.682,53,2.411
3.883,2.346,22,2.775
1.372,1.879,72,3.242
2.427,0.754,15,3.345
1.648,1.213,69,2.748
3.316,1.685,64,2.531
2.606,2.171,4,3.873
2.794,0.587,75,2.222
3.333,0.973,18,3.186
2.007,2.279,42,3.113
3.72,0.518,30,2.862
2.459,0.903,15,3.182
1.221,2.418,70,3.245
2.996,1.727,55,3.018
3.318,1.023,53,2.598
1.745,0.634,16,3.718
3.529,0.556,73,1.681
3.69,0.989,34,2.247
1.614,2.263,27,3.996
3.946,1.332,13,3.369
1.164,1.941,27,4.0
1.367,2.337,73,3.647
1.308,1.316,69,3.031
3.65,0.883,31,2.489
2.859,1.534,3,3.172
1.202,2.316,30,4.0
2.153,2.109,21,3.834
2.73,0.632,6,3.124
0.975,1.885,32,4.0
3.612,1.644,42,2.661
3.352,2.315,62,3.105
2.367,0.745,32,2.781
3.892,1.568,39,2.918
2.079,2.259,64,3.067
3.948,1.32,30,2.561
2.904,1.464,63,2.389
2.794,0.641,31,2.931
1.248,1.056,40,3.491
3.61,1.149,33,2.795
2.111,2.39,63,2.849
1.235,1.065,25,3.649
0.742,1.422,36,3.911
2.547,1.843,24,3.087
2.44,0.824,58,2.864
3.074,1.473,39,2.288
3.638,1.977,46,2.686
0.962,2.234,77,3.908
3.114,1.753,10,3.186
1.318,1.838,82,3.064
3.532,0.753,32,2.517
3.403,2.392,36,3.061
2.485,0.765,28,3.22
3.044,2.049,16,3.31
1.737,1.03,16,3.684
2.255,2.367,18,3.691
3.411,1.94,8,2.99
2.216,2.008,80,2.606
1.881,0.938,75,2.912
2.331,1.386,70,2.206
3.433,1.736,1,2.736
1.806,2.04,62,2.96
1.273,0.708,76,3.162
3.05,2.425,38,2.795
3.426,2.28,45,3.021
1.032,1.041,58,3.101
1.492,2.146,81,3.24
1.169,1.537,1,4.0
1.848,1.424,32,3.367
2.186,1.129,8,3.263
3.171,1.662,40,2.479
2.849,1.96,56,2.935
2.749,1.322,63,2.846
1.863,1.758,74,3.252
3.477,1.899,74,2.499
2.255,1.922,36,3.419
3.931,0.604,57,1.886
2.793,2.219,74,2.961
1.117,1.417,83,3.291
2.931,1.025,45,2.65
1.773,0.984,79,2.848
2.965,1.466,80,2.487
0.93,2.274,2,4.0
1.277,1.257,68,2.84
3.524,1.999,50,2.339
1.45,0.694,29,3.0
3.462,1.452,81,2.17
1.622,2.483,10,4.0
2.822,2.041,27,2.692
2.991,0.921,15,2.994
2.392,1.503,60,3.233
1.708,0.967,31,3.405
1.402,1.319,21,3.16
0.81,2.06,60,3.865
1.703,2.042,58,3.452
2.855,0.956,41,2.689
3.796,2.344,46,2.81
3.575,1.685,45,2.317
3.228,1.26,26,2.879
3.302,1.504,51,2.78
2.894,1.71,36,2.862
1.559,1.62,52,3.265
3.694,1.473,81,2.052
2.913,1.51,51,2.699
2.549,0.853,3,3.039
1.066,2.125,14,3.918
2.175,1.584,49,3.284
2.219,0.762,77,2.175
3.553,2.032,1,3.264
2.504,2.365,57,3.306
1.955,2.395,17,3.468
3.923,1.238,50,2.323
1.065,0.771,14,3.476
2.094,1.537,59,3.357
0.839,0.725,81,3.061
3.142,2.368,3,3.832
3.73,0.867,40,2.739
1.624,1.006,66,3.109
3.533,1.313,34,3.217
1.664,1.266,9,3.271
3.706,2.089,21,3.336
3.188,1.413,25,2.872
3.356,0.842,44,2.478
0.759,1.034,25,3.681
3.877,1.518,9,2.492
3.098,0.795,62,2.562
1.706,1.723,26,3.305
3.437,1.631,57,2.437
1.629,1.929,37,3.461
3.58,2.375,16,3.409
1.072,2.325,37,3.92
3.022,2.392,76,2.178
2.484,0.989,24,2.878
1.019,0.763,26,3.211
1.498,1.105,20,3.698
0.741,2.29,9,4.0
2.247,2.444,29,3.433
1.694,2.219,31,4.0
2.675,0.72,19,3.155
1.681,2.395,20,3.595
1.69,1.347,27,3.704
3.153,0.519,44,2.315
0.859,1.385,35,3.968
3.68,0.592,71,1.933
3.512,1.588,22,2.651
2.904,1.177,74,2.228
2.658,1.447,15,3.333
3.645,1.726,13,3.198
1.312,2.238,4,4.0
0.961,1.824,82,3.275
1.49,1.368,56,2.845
3.322,2.139,23,2.963
0.814,2.311,34,3.755
2.623,0.74,17,3.385
3.985,1.564,28,2.536
3.524,1.069,14,2.886
2.421,0.594,34,2.824
0.91,1.837,75,3.585
3.444,2.226,57,2.94
2.677,0.826,77,3.029
1.079,2.125,55,3.582
1.01,2.207,66,3.899
3.702,2.329,37,2.957
2.908,1.031,68,2.361
3.437,2.308,76,2.471
3.601,1.141,26,2.8
2.587,1.605,61,2.803
2.408,0.601,67,2.614
2.12,0.588,74,2.794
1.746,1.941,52,4.0
2.134,1.389,18,3.431
3.254,1.013,53,2.23
2.686,0.881,63,2.699
3.645,1.84,53,2.483
2.163,0.501,27,3.528
2.703,2.112,31,3.158
2.783,0.658,1,3.119
2.653,0.883,6,3.34
3.019,1.272,11,3.227
1.484,1.47,34,3.895
2.391,1.21,63,2.984
1.044,1.141,53,4.0
1.969,2.428,18,3.913
2.309,1.783,21,3.766
2.852,0.547,19,2.756
3.837,1.36,4,3.367
2.682,2.25,77,2.785
3.154,1.103,82,2.661
2.371,0.689,29,3.231
2.793,2.017,25,3.295
0.934,1.712,56,3.994
1.539,1.641,77,3.143
1.894,0.607,63,3.177
2.259,0.781,27,3.195
0.851,1.745,60,3.529
1.162,0.916,83,3.1
1.613,1.508,49,3.366
3.906,1.59,65,2.194
1.793,1.067,38,3.321
2.291,2.397,83,3.114
1.347,2.185,52,3.023
2.716,1.945,1,3.653
1.626,0.656,40,3.372
1.383,0.712,81,3.253
2.405,1.486,21,3.005
0.718,0.821,15,3.595
0.725,2.457,50,4.0
1.423,0.817,48,3.058
0.821,1.475,32,3.537
1.056,1.228,49,3.393
1.818,1.779,68,3.076
3.349,0.758,45,2.224
2.588,1.361,32,2.838
2.392,1.049,4,3.328
1.669,2.276,65,3.043
3.775,0.581,71,1.628
2.01,2.327,73,3.222
0.987,2.166,65,4.0
2.736,1.095,80,2.657
1.076,2.079,18,4.0
1.839,0.562,54,2.482
2.374,2.434,47,2.998
3.585,1.553,6,3.015
2.329,1.107,66,2.99
3.017,1.225,9,3.27
3.976,0.633,68,1.623
1.134,2.479,23,4.0
1.607,0.579,43,3.121
2.002,1.81,51,3.467
2.092,1.385,72,2.748
2.056,2.398,25,3.301
3.695,0.992,80,2.271
3.056,1.564,35,3.054
2.706,1.465,17,2.916
1.721,1.906,18,3.576
3.419,0.636,27,2.765
3.852,0.888,15,2.667
3.41,0.929,81,2.27
0.705,1.976,69,3.53
2.8,0.878,80,2.739
0.869,1.647,15,4.0
1.55,0.93,42,2.687
0.896,2.223,34,4.0
2.693,2.384,48,3.35
2.966,1.537,83,2.559
1.078,1.205,8,3.784
1.967,0.968,10,2.955
2.206,0.6,5,3.125
1.918,1.037,48,2.965
1.099,1.808,26,3.718
2.083,1.567,23,3.6
3.179,2.388,62,2.782
0.934,1.293,13,4.0
0.965,1.888,9,4.0
1.871,1.479,20,3.839
3.808,1.525,57,2.458
2.906,1.036,24,3.014
2.94,1.41,33,2.786
1.894,1.442,20,3.177
2.659,1.913,60,2.932
0.733,2.381,48,4.0
2.799,1.159,64,2.513
3.714,0.584,30,2.275
2.721,1.493,73,2.626
3.583,1.589,17,3.355
3.089,0.837,14,3.112
1.098,2.021,19,4.0
3.678,2.47,71,2.105
0.919,2.392,59,3.594
2.462,0.894,67,2.456
1.169,2.251,44,4.0
0.739,1.909,32,4.0
2.093,1.408,11,3.779
1.674,1.581,2,3.356
2.304,2.199,68,3.376
2.605,1.46,17,3.431
0.844,1.246,81,3.035
1.106,1.486,40,3.594
2.544,1.658,46,2.837
1.832,0.878,4,3.506
3.106,2.302,38,3.22
2.853,1.848,63,3.175
3.49,1.767,29,2.649
2.985,0.699,19,2.748
2.119,1.708,29,3.139
2.921,0.742,35,2.936
1.609,0.657,70,2.5
1.711,1.555,23,3.636
3.304,1.306,46,2.344
2.173,1.678,44,3.245
3.335,0.678,48,2.719
3.414,1.362,52,2.435
3.53,0.85,8,2.858
3.725,2.474,55,2.519
2.122,1.622,66,2.99
1.752,1.875,77,2.742
2.621,1.151,40,3.114
1.925,0.689,31,3.063
2.684,2.452,48,3.17
3.028,1.073,61,2.558
2.972,1.348,52,2.244
1.936,1.8,38,3.252
1.251,0.549,36,3.378
2.121,2.121,55,3.238
1.171,1.573,13,4.0
3.637,1.056,37,2.847
1.841,0.623,47,3.055
1.21,0.825,71,2.838
0.784,2.29,22,4.0
2.831,1.872,39,3.244
2.802,1.0,58,2.658
1.824,0.631,30,3.519
0.937,1.881,18,4.0
2.052,1.645,18,3.562
1.727,1.309,74,3.408
2.934,1.227,39,2.57
2.699,0.934,26,3.414
1.903,1.839,71,3.313
1.419,2.441,7,4.0
3.961,0.851,69,1.846
2.198,1.694,65,3.426
2.971,1.348,46,2.829
1.164,1.393,18,3.766
2.302,1.008,13,3.368
0.791,2.15,25,4.0
2.368,1.471,8,3.259
3.881,1.587,74,2.191
1.968,1.11,32,3.342
0.829,0.864,17,3.691
0.802,0.672,79,3.266
1.98,1.928,79,2.962
1.228,0.892,48,3.451
0.777,1.88,63,3.748
3.196,1.281,40,2.859
2.213,1.332,15,3.067
1.655,1.438,6,4.0
3.67,1.235,63,2.096
1.083,0.701,8,3.691
3.855,1.119,32,2.353
1.736,1.827,45,3.462
3.632,1.832,52,2.589
2.69,1.072,79,2.659
3.428,1.42,82,2.286
3.947,0.887,13,2.499
1.652,0.921,24,2.966
3.872,0.546,40,2.476
1.985,2.293,14,3.923
1.972,0.921,75,3.009
1.823,0.955,70,2.851
2.487,1.059,62,2.832
1.209,0.755,61,3.01
2.527,1.779,1,3.366
2.488,0.65,66,2.509
3.214,0.768,32,2.895
3.451,1.79,13,2.998
2.153,1.179,33,3.189
1.698,1.916,32,3.676
1.556,1.615,56,3.348
1.342,1.012,24,3.82
0.89,1.802,4,3.997
1.83,0.733,23,3.323
1.592,1.573,29,3.704
3.889,1.374,21,2.276
2.54,1.036,30,3.101
1.846,1.708,20,3.95
2.616,2.243,16,3.419
1.159,2.498,67,3.384
2.165,1.716,49,3.315
2.767,1.309,58,2.791
2.313,0.95,44,3.34
2.026,1.014,25,3.393
3.98,1.459,23,2.42
3.605,1.235,59,2.131
2.757,2.328,1,3.84
2.579,1.237,15,3.319
2.748,1.247,81,2.49
1.364,1.267,81,3.107
2.004,2.173,52,3.481
0.83,1.802,58,3.762
2.269,1.728,41,2.864
2.492,1.168,44,3.258
1.452,2.136,4,4.0
3.881,0.577,77,2.343
3.701,2.242,68,2.95
3.083,1.525,7,3.55
2.46,1.297,46,2.913
3.571,1.494,9,3.045
1.131,1.835,33,4.0
3.309,0.526,33,2.094
1.112,2.243,4,4.0
3.321,1.393,65,2.053
1.61,1.186,34,3.482
3.594,0.776,79,2.362
3.815,1.379,64,2.292
1.191,1.493,25,3.619
2.227,1.307,55,3.062
3.937,1.857,9,3.035
2.295,1.342,17,3.475
3.55,2.423,21,2.833
2.643,1.699,60,2.953
1.939,2.115,13,3.815
1.643,0.719,3,3.805
1.371,1.295,68,3.181
3.214,1.174,4,3.56
1.976,1.639,7,3.692
2.387,2.222,26,3.372
2.325,0.657,75,2.306
2.605,0.645,24,2.823
3.556,2.201,10,2.978
3.936,0.926,13,2.574
2.045,1.838,44,3.755
3.431,1.586,39,2.389
3.223,2.166,19,2.863
2.593,0.75,51,2.659
3.855,0.76,19,2.195
1.362,1.614,76,2.974
1.061,2.393,52,3.898
3.518,1.33,47,2.549
2.149,1.154,30,3.336
3.495,1.713,46,2.844
3.647,2.361,76,2.865
0.906,2.174,21,4.0
3.615,2.491,75,2.892
2.179,0.545,48,2.879
2.384,0.726,62,2.782
2.768,1.719,58,2.963
3.757,2.141,18,3.071
0.763,1.07,59,3.517
2.274,0.978,48,3.399
2.969,2.074,63,3.019
3.085,0.613,12,2.758
2.985,1.239,34,3.463
1.144,1.512,61,3.332
1.688,1.621,53,3.32
1.884,1.957,25,3.416
3.355,1.21,62,2.62
1.62,1.725,4,4.0
1.395,1.671,13,3.48
3.86,1.595,42,2.485
0.729,1.781,49,4.0
3.993,1.019,78,1.704
2.934,0.669,56,2.651
3.434,0.739,47,2.093
1.672,0.949,8,3.678
0.747,1.5,55,3.661
3.135,2.181,18,4.0
3.453,1.903,35,3.066
3.144,2.078,81,2.053
1.171,1.202,32,3.593
3.186,1.309,24,3.124
3.237,1.287,7,2.958
2.873,0.884,13,2.912
3.228,0.622,69,2.144
3.492,1.682,42,2.865
2.725,2.478,31,3.07
0.992,0.834,74,3.013
2.309,0.593,26,3.293
0.956,2.059,76,3.393
2.045,1.005,32,3.067
2.043,2.159,52,3.006
0.918,1.908,20,4.0
1.851,2.391,40,3.723
1.066,1.318,59,3.662
3.367,1.824,77,2.442
3.827,1.43,14,2.877
0.939,1.761,44,3.83
3.852,1.399,82,1.743
2.425,0.877,48,3.442
1.689,1.516,43,3.634
0.954,1.557,16,3.985
2.352,2.121,35,3.329
3.322,1.971,53,3.104
3.033,1.828,34,3.059
0.866,0.727,3,4.0
0.941,1.941,68,3.422
2.029,1.501,5,3.41
1.674,2.288,10,3.916
1.467,2.34,52,3.638
1.627,0.61,29,3.388
3.351,2.141,31,3.399
3.766,0.575,66,2.324
2.037,1.234,76,3.165
3.69,1.585,69,2.166
1.761,0.796,37,3.131
2.272,1.993,27,3.701
1.446,0.517,33,3.59
2.814,0.837,68,2.671
3.931,1.662,59,2.236
2.692,1.929,64,2.642
1.881,2.333,44,3.606
2.838,1.911,49,2.765
1.106,1.844,53,3.736
3.633,1.289,74,2.546
2.36,0.503,49,2.804
2.183,0.74,66,2.402
2.633,1.569,63,2.7
2.762,1.85,25,3.457
0.937,1.335,4,4.0
2.953,1.961,51,3.076
1.498,1.544,11,4.0
3.056,0.648,17,2.929
3.414,0.884,66,2.359
3.353,2.18,70,2.867
2.523,1.95,73,2.592
2.417,2.29,69,2.959
1.171,0.735,29,3.317
3.259,2.48,73,2.914
1.596,0.919,72,2.728
2.339,0.524,20,3.202
1.638,2.495,27,3.809
1.142,1.062,8,3.733
2.778,1.836,61,3.098
0.879,0.853,28,3.331
3.171,1.66,70,2.448
1.748,2.308,3,4.0
0.7,1.14,69,3.875
2.387,1.841,73,2.454
0.855,0.876,7,3.764
1.611,1.75,60,3.336
3.033,1.173,4,2.786
0.907,0.922,5,4.0
3.47,1.126,11,2.887
0.713,0.858,15,3.816
1.515,2.304,64,3.581
3.145,1.294,13,3.132
1.744,0.991,7,3.356
1.036,1.397,6,4.0
1.889,1.141,56,3.107
1.592,1.989,64,3.687
3.481,2.442,50,2.736
1.734,1.376,30,3.01
3.303,2.222,22,3.525
3.643,1.632,25,3.007
2.132,0.814,28,3.444
3.703,1.881,39,3.041
1.945,1.527,67,3.055
3.881,1.801,5,2.886
0.995,2.279,65,3.653
2.967,1.381,15,3.255
2.33,2.302,67,3.198
1.979,2.001,40,2.991
2.788,1.477,69,2.648
3.023,1.706,77,2.926
0.714,1.151,43,3.669
1.251,2.467,1,4.0
3.053,1.835,22,2.909
2.899,0.588,62,2.524
3.888,1.153,79,1.794
3.211,1.747,26,2.806
3.838,0.613,18,2.297
3.018,0.548,48,3.069
1.684,1.4,9,3.634
1.048,1.165,1,3.785
3.28,1.377,9,3.05
2.826,1.025,23,2.932
0.859,0.829,45,3.698
1.888,1.878,2,3.318
3.857,1.529,14,2.577
2.351,0.9,38,3.201
2.128,1.139,40,3.008
2.21,1.684,63,2.842
1.389,0.644,82,2.658
1.917,0.795,16,3.533
1.92,0.646,75,2.886
0.873,2.125,6,4.0
3.233,2.005,3,3.028
2.074,2.007,14,3.367
3.413,1.933,66,2.879
3.506,1.839,75,2.49
1.4,1.454,67,3.095
2.869,1.785,31,3.078
2.259,0.577,33,2.671
3.605,1.743,1,2.979
1.412,2.056,44,3.692
2.937,1.501,15,3.254
2.706,1.215,37,2.93
1.674,1.055,27,3.369
1.151,1.786,48,3.819
2.85,1.886,27,3.17
3.137,2.242,12,3.226
1.742,1.185,67,2.838
2.828,2.04,30,2.779
2.004,1.623,66,3.228
3.054,2.266,7,3.794
1.357,1.556,34,3.417
3.638,1.535,32,2.408
1.648,1.656,39,3.332
1.914,1.999,43,3.517
0.892,2.429,43,3.856
1.068,0.647,78,2.896
2.402,0.607,3,3.21
1.583,2.375,46,3.685
3.457,1.56,32,2.897
0.748,1.73,43,3.756
1.951,1.465,81,2.811
1.813,0.687,3,3.01
0.764,2.036,74,3.839
1.11,1.994,63,3.627
2.065,1.123,40,3.529
2.326,1.112,18,3.391
2.034,2.176,67,3.191
2.452,0.645,62,2.261
2.664,2.262,10,3.145
0.733,1.013,52,3.793
2.232,1.686,73,3.064
3.88,2.372,46,3.106
2.413,1.856,55,3.315
2.936,1.329,46,2.712
1.729,1.879,75,2.587
3.254,1.188,60,2.646
3.251,1.055,26,2.542
2.42,2.493,27,3.504
3.921,2.002,38,2.795
1.114,1.789,22,3.753
0.756,1.211,26,3.635
3.242,0.598,69,2.156
3.364,0.562,35,2.002
1.097,1.608,66,3.165
1.576,2.024,73,3.025
0.758,1.575,51,3.64
1.668,2.182,18,3.611
3.251,0.567,43,2.351
2.409,1.234,12,3.215
1.849,0.974,3,4.0
1.927,1.395,82,3.06
0.704,0.645,7,3.852
1.689,2.408,6,4.0
2.833,0.947,82,2.601
3.915,2.345,45,2.799
3.495,1.352,39,2.399
0.778,2.471,51,3.926
3.665,1.608,9,2.722
3.285,2.362,23,3.122
3.275,0.511,12,2.723
2.211,1.996,62,3.398
2.013,2.306,73,2.998
1.7,0.779,77,2.605
0.917,0.692,40,3.302
1.453,1.349,54,3.171
1.514,2.367,81,3.255
2.297,1.585,7,3.609
3.167,1.555,17,2.874
2.264,0.782,50,2.898
0.891,0.502,24,3.626
3.861,2.12,2,3.25
3.811,0.675,83,1.835
3.291,1.768,33,3.132
3.971,2.329,21,3.032
2.497,0.917,74,2.658
3.877,1.831,53,2.371
0.949,0.657,46,3.466
1.907,1.708,45,3.428
1.444,0.828,9,3.471
1.346,1.972,6,4.0
1.165,1.102,51,4.0
2.754,1.427,35,2.852
3.278,1.699,82,2.301
2.608,0.843,53,2.608
1.185,1.983,19,3.644
3.377,1.105,69,2.112
2.799,1.825,25,3.432
1.981,0.817,11,3.362
2.925,1.876,74,3.173
1.558,0.756,17,3.402
1.839,1.351,36,3.454
3.728,0.994,21,2.411
1.659,1.997,18,3.768
2.251,1.024,60,2.869
3.637,2.263,18,2.558
3.035,2.284,1,3.295
0.905,0.893,14,3.965
1.186,1.728,8,4.0
0.726,0.675,66,2.98
2.782,1.283,51,2.712
2.177,1.927,79,2.365
1.143,1.819,60,3.528
3.861,1.749,34,2.995
2.448,1.065,36,3.346
1.498,1.256,62,3.515
2.352,0.706,1,3.433
2.943,1.938,42,3.314
0.952,1.508,1,4.0
1.607,1.918,54,3.302
3.363,0.998,47,2.809
2.217,1.149,39,3.18
2.504,1.168,30,2.64
2.128,0.551,7,3.588
0.845,1.182,22,3.782
1.247,2.107,50,3.506
2.17,2.295,45,3.655
1.39,1.536,74,3.416
0.865,1.411,72,3.158
3.484,0.562,10,2.676
3.938,2.258,14,2.775
3.317,0.526,46,2.19
3.517,2.39,75,1.852
1.499,1.478,6,3.571
3.87,1.184,21,2.594
1.35,2.348,62,2.876
3.84,0.549,19,2.136
3.983,1.663,82,2.277
3.049,1.598,62,2.327
3.938,0.939,83,1.877
2.579,1.358,53,2.472
1.556,1.805,24,3.821
2.142,1.954,56,3.128
2.659,0.501,62,2.278
0.941,2.374,34,3.375
2.754,0.829,22,2.744
3.938,0.967,68,2.241
1.327,1.027,57,3.635
3.316,0.576,10,2.732
3.696,0.746,66,2.1
3.814,2.473,8,3.007
3.868,1.13,38,2.759
2.421,0.731,62,2.611
3.925,0.714,28,2.628
3.199,1.939,10,3.304
1.234,2.209,45,3.79
2.274,1.014,65,2.53
3.07,0.542,67,2.75
1.516,0.946,9,3.994
2.814,0.613,5,3.617
2.9,0.707,10,2.717
1.237,1.363,12,3.9
2.565,0.96,82,2.284
3.246,1.532,58,2.732
2.346,1.007,21,3.267
0.74,2.381,21,4.0
0.73,2.312,65,3.734
1.878,1.634,3,4.0
3.756,1.209,69,2.176
1.455,1.262,64,2.646
2.793,1.324,49,2.696
1.433,1.955,72,3.06
1.762,1.403,17,3.356
3.499,2.213,73,2.752
3.105,2.388,32,3.417
1.015,1.172,70,3.075
2.115,1.621,21,3.333
0.796,0.69,7,3.684
2.287,0.901,7,3.705
2.886,1.327,27,3.244
1.091,0.912,8,3.967
1.653,2.253,73,3.067
2.013,0.817,28,2.773
3.734,1.411,79,2.487
3.978,1.711,66,2.782
0.848,1.884,71,3.117
3.211,1.266,47,3.226
1.927,2.238,82,3.094
1.995,1.637,10,3.675
3.189,1.379,33,2.519
3.731,0.634,7,2.224
3.838,1.429,3,2.338
2.605,2.141,14,3.758
1.878,1.729,44,3.347
3.299,2.164,46,3.025
1.528,1.488,61,3.548
2.561,0.737,36,2.853
1.883,0.527,13,3.737
2.867,1.106,16,2.859
1.493,1.896,80,3.107
1.332,2.081,5,3.856
3.73,1.092,38,2.704
1.036,1.491,50,3.851
2.37,1.342,38,3.002
1.429,1.321,56,2.957
0.828,0.963,63,3.675
0.819,0.773,48,3.244
1.278,0.893,59,3.106
3.56,0.611,77,1.761
1.632,0.896,44,3.288
3.837,0.518,55,1.918
2.619,1.755,55,3.144
2.141,1.133,1,3.374
2.614,2.446,8,3.783
2.405,0.887,4,3.073
3.204,1.192,53,2.892
1.632,1.216,58,3.047
1.865,0.517,37,3.102
3.651,2.178,49,2.446
3.823,0.564,67,2.006
3.645,2.38,19,2.818
2.084,2.284,1,3.871
3.275,1.571,29,2.671
2.272,1.587,33,3.239
2.342,1.808,52,3.242
1.375,1.274,41,3.119
2.651,1.794,23,3.277
1.314,0.59,5,3.743
1.794,0.608,71,2.896
3.522,1.414,57,2.965
1.383,1.599,6,3.72
0.935,2.276,49,3.858
0.928,0.709,22,4.0
3.805,2.145,77,2.048
2.373,0.92,76,2.033
2.051,1.288,4,3.7
3.376,1.133,72,2.57
3.458,1.3,64,1.879
1.796,0.801,37,3.112
2.989,1.507,31,2.732
3.245,2.103,37,3.081
2.86,1.383,45,2.852
1.2,1.481,8,4.0
3.59,2.198,40,2.527
2.479,1.912,5,3.669
1.632,1.481,28,3.707
2.103,1.015,81,2.706
0.824,2.27,9,3.8
1.122,1.654,2,4.0
3.226,0.942,63,2.22
0.7,1.038,51,3.126
2.075,2.106,31,3.624
2.424,0.588,7,3.369
0.88,2.484,30,3.979
3.911,0.761,58,2.332
1.446,2.092,3,4.0
1.704,1.29,51,3.231
1.703,1.484,56,3.393
1.46,2.261,73,3.648
0.705,1.326,10,4.0
3.107,1.575,61,2.088
3.891,0.599,50,1.533
1.44,0.505,47,3.412
2.888,0.99,1,3.0
3.148,1.861,57,2.645
3.5,0.743,38,2.955
2.095,0.728,62,2.617
1.7,1.322,79,2.932
1.773,1.796,70,3.172
3.052,1.924,82,2.523
3.395,0.857,65,2.625
1.299,0.659,62,3.004
1.924,2.381,56,3.604
3.676,1.021,67,2.223
3.362,2.207,17,3.429
3.95,2.227,8,2.705
3.189,2.045,60,2.215
1.998,0.838,40,3.1
2.649,2.144,81,2.602
2.881,2.039,62,3.245
0.959,1.693,41,3.734
2.497,1.174,12,3.329
3.041,1.025,54,2.514
1.252,0.744,11,3.489
3.276,1.52,60,2.6
2.626,1.671,68,3.064
3.842,1.219,78,2.011
0.84,1.451,46,3.584
1.576,1.227,38,3.599
2.685,1.782,61,2.469
1.679,2.303,17,4.0
3.058,0.828,66,2.204
3.205,1.263,72,2.653
1.038,0.782,36,3.573
2.396,1.75,74,2.346
2.379,1.958,7,3.609
1.919,2.364,16,4.0
3.779,1.058,14,2.63
3.431,2.4,80,2.535
3.001,0.627,25,2.586
3.057,1.706,4,3.588
2.224,0.614,29,2.929
3.739,2.288,56,3.118
2.992,1.56,6,3.54
3.106,1.839,1,3.672
3.544,2.163,39,2.902
1.604,0.801,1,3.507
3.363,0.577,63,2.357
1.344,2.258,57,3.998
1.84,1.13,67,3.416
1.808,0.758,65,2.43
3.929,1.437,65,2.926
3.527,1.697,21,2.991
3.014,0.562,30,2.898
3.099,1.05,33,2.561
2.555,0.566,48,2.467
3.825,1.341,22,2.332
2.338,2.29,54,3.678
1.956,2.465,4,3.785
1.238,1.774,55,3.504
3.294,0.823,44,2.454
3.124,2.312,12,3.109
1.968,1.532,81,2.853
0.783,0.807,79,3.201
3.469,2.343,74,2.928
0.738,2.015,52,3.565
3.022,1.963,76,2.514
3.902,1.918,65,2.542
2.144,0.901,65,2.814
1.475,0.922,10,3.642
3.026,1.877,18,2.97
3.397,0.939,47,2.688
2.503,1.377,66,3.145
3.891,2.064,49,2.943
0.871,2.068,72,3.544
2.366,1.407,22,2.65
3.071,2.084,26,3.235
3.547,2.177,9,3.21
1.292,1.81,21,3.602
3.34,0.957,63,2.156
