Electronegativity,IonicRadius,AtomicNumber,BandGap
2.836,2.037,44,3.011
0.958,2.488,42,4.0
2.761,0.771,45,2.635
3.715,1.169,64,2.319
1.009,1.274,32,3.696
1.535,1.594,32,3.568
0.745,1.469,71,3.449
2.409,2.159,50,3.377
3.112,1.779,56,2.555
3.757,2.132,28,2.893
1.914,1.932,52,3.293
1.191,2.391,33,4.0
0.796,1.974,74,3.43
1.773,0.699,49,3.317
2.39,1.879,45,3.241
3.673,0.566,60,2.183
1.414,0.853,26,3.635
3.278,2.372,53,2.933
2.287,2.411,4,3.74
3.563,0.716,52,2.163
3.548,1.294,48,2.394
3.53,2.477,74,2.849
2.024,0.647,68,2.979
1.842,2.323,5,3.693
1.384,2.466,36,4.0
1.454,2.264,2,4.0
2.734,2.136,57,3.063
3.874,1.642,58,2.432
2.7,2.324,25,3.174
2.061,0.702,19,3.356
1.5,0.727,1,3.613
2.851,1.883,67,2.741
1.396,0.518,53,2.825
1.008,1.779,57,3.518
1.009,1.735,5,4.0
3.507,1.724,41,2.848
1.961,0.845,83,2.854
3.803,2.33,35,2.905
2.339,1.968,25,3.378
2.982,1.062,19,2.955
3.429,1.697,58,2.437
3.586,1.294,32,2.586
1.236,2.023,35,3.63
1.415,1.49,18,3.732
1.195,1.079,46,3.598
2.17,2.133,31,3.54
1.212,1.296,19,3.5
2.848,2.492,23,3.29
1.897,1.284,56,2.962
3.881,1.64,81,2.212
3.395,1.3,50,2.812
3.09,1.57,53,2.929
2.973,2.482,47,3.053
0.831,0.724,57,3.618
0.976,2.128,7,4.0
2.126,2.277,7,3.432
3.719,1.842,37,2.672
1.01,1.484,52,3.573
2.086,1.584,56,2.928
3.32,1.87,52,2.88
1.755,2.406,72,3.071
3.767,1.191,30,2.413
3.785,2.33,79,2.436
0.888,1.06,56,3.376
2.734,1.397,2,3.581
1.18,1.38,4,4.0
2.155,0.848,7,3.13
3.663,0.879,69,2.127
0.942,2.222,6,4.0
3.793,2.481,28,3.192
3.982,2.394,60,2.879
2.912,0.924,31,2.851
1.876,1.076,52,3.166
1.528,0.752,55,3.322
2.128,1.892,69,3.412
1.293,0.508,29,3.394
0.766,1.858,26,4.0
0.907,1.03,41,3.641
2.89,1.941,23,3.46
0.768,0.869,81,3.07
1.695,2.366,22,3.971
2.932,0.722,29,2.857
1.277,0.573,64,2.947
1.797,0.734,36,3.342
0.804,0.986,75,3.281
1.071,1.861,12,4.0
1.446,1.379,35,3.439
1.116,1.42,79,3.309
2.258,1.682,17,3.21
1.119,1.852,58,3.616
1.707,1.937,4,3.762
3.088,1.346,37,2.85
2.858,0.752,8,3.198
1.964,0.689,46,2.969
3.773,1.015,46,2.15
3.298,0.842,61,2.388
2.704,1.272,69,2.597
2.141,2.484,31,3.603
0.898,1.103,13,3.997
2.062,2.387,77,3.2
2.499,1.791,11,3.343
3.97,0.602,9,2.537
3.84,2.009,72,2.171
1.07,1.933,67,3.43
3.932,1.907,83,2.615
3.19,0.776,24,2.94
2.95,0.541,37,2.601
3.682,2.151,1,3.273
1.773,1.991,76,3.283
2.018,1.666,66,2.884
3.574,2.023,2,3.055
1.043,1.654,8,3.827
3.04,1.685,44,2.884
3.372,2.424,34,3.105
3.621,0.791,65,2.236
1.423,1.098,76,2.955
2.942,0.725,29,2.604
0.983,0.965,64,3.302
3.541,2.189,53,2.551
2.29,1.937,40,3.1
2.76,1.64,27,2.965
3.51,0.923,30,2.489
2.37,1.461,60,2.754
2.379,1.618,21,3.401
2.233,0.757,47,2.854
2.682,0.648,4,3.216
3.067,0.864,81,2.3
3.357,2.085,33,2.938
0.798,1.635,6,4.0
1.849,1.801,41,3.236
2.127,0.712,57,2.803
1.026,1.128,19,3.578
3.18,0.975,48,2.652
2.425,2.072,26,3.301
0.706,0.784,36,3.81
2.784,1.037,51,2.579
1.819,1.89,30,3.553
3.099,1.81,38,2.872
1.293,2.249,11,4.0
0.704,2.193,81,3.727
0.987,2.179,36,3.991
2.153,2.007,8,3.748
3.168,0.801,79,2.071
2.693,1.589,45,2.652
0.749,0.731,2,3.768
2.652,1.498,40,3.109
2.291,2.067,13,3.506
3.329,1.521,66,2.479
1.547,1.191,42,3.558
3.072,2.498,77,2.848
2.785,1.118,32,2.81
2.756,0.867,28,2.925
2.038,1.519,33,3.309
0.742,1.406,68,3.697
1.319,1.184,2,3.612
3.486,1.044,73,2.489
2.736,2.489,28,3.492
2.608,1.231,46,2.773
2.435,1.608,47,3.053
0.954,0.673,65,3.358
1.847,1.43,24,3.344
2.743,1.506,9,3.15
1.114,1.202,46,3.576
3.739,0.576,73,1.815
0.94,1.557,22,3.962
2.943,0.586,80,2.335
1.694,0.942,25,3.223
3.55,2.378,69,2.841
3.429,1.189,2,3.079
1.8,1.341,10,3.886
2.225,1.551,72,2.795
3.865,2.252,1,2.935
2.706,1.017,30,2.826
0.72,2.408,29,4.0
3.265,1.991,41,3.048
1.892,0.751,24,3.429
1.61,2.008,38,3.769
3.446,1.951,48,2.938
3.893,1.747,37,2.557
0.905,1.294,1,4.0
1.988,2.087,54,3.358
1.623,2.22,45,3.548
3.663,0.641,54,2.498
3.563,1.244,76,2.021
3.674,1.576,17,3.264
0.841,2.461,43,3.882
0.865,1.486,57,3.657
2.52,1.148,4,3.367
1.251,0.694,24,3.659
1.072,1.718,41,3.649
1.559,2.109,44,3.614
3.041,2.481,56,2.976
2.916,1.783,75,2.677
3.291,1.725,26,3.194
0.907,1.632,12,4.0
3.229,2.021,77,2.782
2.319,1.513,3,3.574
1.733,1.053,79,2.958
2.714,1.214,57,2.652
3.338,1.907,59,3.044
1.043,2.15,69,3.446
3.364,1.737,46,2.587
2.579,1.957,3,3.577
2.746,0.502,33,2.769
3.601,2.426,53,2.966
3.043,0.872,41,2.762
2.626,1.027,65,2.848
1.809,1.018,32,3.371
2.384,1.06,51,2.878
3.461,0.87,49,2.284
3.986,0.544,33,2.19
3.195,2.396,19,3.118
3.308,1.326,50,2.553
3.008,0.798,10,3.045
3.231,1.394,33,2.446
1.502,1.625,82,3.052
2.099,2.003,69,3.305
2.535,1.523,22,3.209
2.513,1.804,72,3.346
2.671,0.891,49,2.76
3.913,2.225,26,2.86
3.522,2.214,59,2.706
3.432,0.662,72,2.048
3.44,1.243,49,2.354
3.318,2.166,56,2.965
2.941,1.058,60,2.648
1.547,0.695,53,3.173
3.524,0.606,22,2.665
1.623,0.893,27,3.116
3.092,0.942,74,2.394
1.066,1.992,77,3.747
2.506,0.529,34,2.774
1.752,1.613,35,3.523
3.025,2.343,47,3.104
3.522,2.382,8,3.069
0.751,1.704,15,4.0
1.077,1.297,22,3.604
3.754,1.152,34,2.511
1.49,1.56,67,3.33
3.112,2.19,56,2.924
3.381,0.976,82,2.2
3.144,0.862,50,2.827
0.806,0.865,57,3.67
3.127,1.494,37,2.763
3.873,1.199,64,2.197
1.917,2.362,12,3.913
3.044,1.303,4,3.206
1.612,1.835,17,3.616
3.992,2.183,34,2.932
1.388,2.148,79,3.427
1.708,0.868,26,3.244
1.254,1.951,66,3.493
3.852,1.756,69,2.27
2.586,1.414,36,2.981
1.515,2.16,40,3.938
1.144,1.229,75,2.973
3.587,0.621,69,2.13
0.907,0.541,16,3.88
2.823,1.773,31,3.251
2.713,1.425,7,3.382
3.247,2.033,37,2.841
2.95,2.292,83,2.579
3.46,1.758,24,2.897
0.826,1.607,44,3.894
2.12,0.865,11,3.371
0.967,1.628,79,3.096
2.037,1.517,79,2.799
2.551,1.715,45,2.993
2.659,1.479,66,2.729
3.752,1.644,41,2.36
3.742,2.009,36,2.732
1.722,2.283,61,3.361
3.007,1.539,65,2.714
3.052,2.218,40,2.899
3.859,1.698,6,3.071
0.977,1.209,39,3.638
2.737,1.234,68,2.815
2.044,2.027,46,3.406
1.846,1.466,53,3.206
2.738,2.056,19,3.179
1.622,1.644,3,3.602
0.818,0.587,36,3.462
3.267,1.469,21,3.139
0.986,1.489,60,3.427
1.783,1.919,58,3.571
2.663,2.088,40,3.058
2.758,0.738,51,2.544
2.899,1.737,55,2.918
3.982,1.898,9,2.91
2.025,2.177,81,3.036
1.154,1.495,37,3.539
1.155,0.581,56,3.12
2.384,0.655,72,2.538
1.966,1.357,42,3.466
3.713,1.946,74,2.642
2.386,2.395,76,3.153
2.191,1.249,25,3.501
3.546,1.78,67,2.333
3.327,1.936,29,3.295
3.056,0.645,34,2.879
2.44,1.544,17,3.158
1.474,0.657,59,3.315
2.573,1.437,74,2.892
1.082,2.253,43,3.928
2.471,2.098,54,2.882
3.51,1.873,52,2.722
2.4,2.312,26,3.529
0.926,1.102,53,3.462
0.803,1.409,82,3.479
3.54,1.068,44,2.541
1.44,1.167,16,3.519
2.435,1.819,36,3.297
3.263,1.854,50,2.774
1.536,0.747,26,3.395
3.134,2.21,43,2.83
0.948,1.006,25,3.538
3.17,0.981,59,2.292
0.911,1.208,76,3.1
1.615,1.268,36,3.617
1.547,1.812,29,3.694
3.642,1.88,6,2.922
2.464,1.863,45,3.263
3.482,1.569,57,2.76
2.622,0.971,1,3.176
3.363,0.989,54,2.409
2.519,2.398,69,2.974
2.185,0.845,54,2.909
2.871,1.407,81,2.375
1.645,2.132,13,3.945
3.732,1.544,26,2.759
3.697,2.415,11,3.234
0.94,2.438,63,3.809
3.725,2.182,44,2.807
1.3,1.313,69,3.268
2.948,2.209,36,3.026
3.416,1.884,67,2.617
1.496,2.272,64,3.606
1.072,1.009,66,3.131
3.195,0.694,33,2.441
2.16,1.603,32,3.38
2.306,1.427,33,3.475
3.214,1.678,19,3.064
1.538,2.247,74,3.404
1.021,2.172,45,4.0
3.861,0.653,83,1.903
3.009,0.805,72,2.127
2.852,1.873,77,2.737
1.799,1.581,43,3.426
3.986,0.848,31,2.441
1.434,0.545,78,2.722
1.288,1.086,37,3.47
1.75,1.006,11,3.391
3.139,0.731,36,2.654
1.482,2.474,25,3.899
1.732,2.358,34,3.543
2.448,0.853,73,2.724
2.845,1.855,72,2.726
1.192,2.051,81,3.24
2.86,1.514,26,3.147
1.957,1.517,53,3.064
1.842,1.068,47,3.301
0.961,1.92,46,3.568
3.914,0.513,49,2.33
2.987,1.577,42,2.788
1.03,1.311,65,3.125
1.909,2.186,8,3.667
0.964,2.191,69,3.605
2.487,1.65,62,2.71
3.01,1.089,60,2.576
0.887,1.692,7,4.0
3.743,1.671,18,2.724
1.935,1.626,25,3.498
1.475,1.45,9,3.789
1.129,0.803,4,3.815
1.181,1.649,4,3.854
3.504,1.233,81,2.536
2.284,1.498,21,3.323
3.335,2.033,44,2.655
1.449,1.762,20,3.898
1.749,2.214,60,3.453
2.062,1.119,36,3.065
2.2,1.244,32,3.135
1.022,1.255,35,3.606
0.849,0.742,41,3.344
3.986,0.77,50,2.275
2.9,2.233,81,2.823
0.881,2.36,76,3.741
3.249,0.775,69,2.081
1.892,0.651,14,3.312
3.328,1.054,13,2.845
3.834,2.103,40,2.649
0.788,1.92,16,4.0
3.882,2.468,64,2.697
1.247,2.485,63,3.628
1.681,1.127,58,3.118
2.769,0.998,3,3.062
3.063,0.736,22,2.739
1.262,1.532,32,3.917
1.152,2.146,45,3.824
1.646,1.96,65,3.336
1.774,0.928,53,3.166
1.75,1.307,6,3.605
1.265,2.091,80,3.334
3.904,1.192,30,2.563
3.334,1.128,20,2.877
3.934,2.053,78,2.643
1.042,1.362,14,3.564
0.949,0.528,10,3.757
2.469,2.216,29,3.292
2.728,2.319,20,3.435
2.796,2.123,8,3.474
1.008,1.506,11,3.747
3.485,2.068,35,2.807
2.316,1.976,12,3.613
1.915,1.401,1,3.688
2.365,1.198,16,3.176
0.834,2.404,62,3.788
1.41,1.379,78,3.143
3.995,0.775,22,2.61
2.523,0.759,59,2.716
0.959,1.261,2,3.887
1.666,1.329,70,3.199
1.31,0.763,38,2.899
3.752,1.396,2,3.028
3.36,0.934,23,2.731
2.505,2.322,13,3.32
3.841,1.752,18,2.693
1.93,1.342,71,2.832
3.554,1.909,71,2.551
2.243,2.325,18,3.64
3.5,0.58,83,1.993
3.672,1.876,7,3.094
2.228,1.209,2,3.609
1.287,1.734,28,3.876
1.335,1.688,33,3.679
1.653,0.673,30,3.38
1.436,1.834,55,3.634
1.981,0.86,50,2.788
2.372,2.123,41,3.29
0.987,0.902,36,3.68
3.702,1.21,57,2.638
0.708,2.139,22,4.0
1.156,0.993,14,3.433
0.728,1.716,40,3.798
3.956,0.539,44,2.117
2.055,0.656,39,2.896
1.347,2.319,77,3.341
1.092,0.603,29,3.299
1.922,0.998,70,2.774
3.92,2.18,61,2.621
2.511,1.643,30,2.949
1.869,1.036,29,3.178
1.903,0.985,52,3.176
1.087,1.033,36,3.477
2.406,1.144,14,3.357
2.1,1.133,23,3.13
3.105,1.43,59,2.628
1.333,1.292,39,3.369
1.153,2.063,16,4.0
2.619,2.173,28,3.282
3.149,1.557,30,2.816
2.342,0.558,35,2.913
3.307,1.661,36,2.922
3.476,1.216,32,2.864
3.725,0.912,28,2.728
1.948,1.512,47,3.467
3.684,2.497,8,2.944
3.04,1.104,73,2.619
2.762,0.717,27,2.912
2.527,0.723,66,2.653
0.765,1.144,77,3.301
2.549,1.641,56,2.93
3.271,0.761,40,2.798
3.962,2.008,56,2.688
2.129,2.379,63,3.555
3.968,2.484,33,2.984
1.265,1.6,48,3.398
3.862,0.7,83,2.062
2.646,2.167,50,3.094
2.886,2.24,28,3.35
2.593,1.076,60,2.892
3.943,1.676,8,2.9
0.846,1.117,75,3.124
2.055,1.873,69,3.226
3.588,2.021,38,2.873
1.251,1.181,62,3.078
2.58,0.541,60,2.915
2.428,1.297,7,3.447
3.365,0.937,40,2.632
3.73,1.338,46,2.412
1.554,2.465,63,3.509
2.987,0.567,3,3.069
2.507,1.164,57,2.886
2.887,1.497,69,2.799
1.361,1.459,71,3.236
1.6,0.919,13,2.953
2.514,2.045,38,3.209
0.71,1.087,19,3.804
3.064,0.838,66,2.248
1.233,2.213,58,3.489
3.773,2.102,25,2.767
3.54,1.633,60,2.405
2.757,0.947,72,2.557
3.64,2.392,27,2.901
3.958,1.059,79,2.245
3.257,1.466,52,2.671
2.768,2.301,31,3.175
2.183,2.019,3,3.944
3.385,1.461,12,2.955
3.025,1.406,83,2.55
2.26,1.083,15,3.288
2.35,2.085,22,3.569
1.455,2.393,42,3.652
3.302,2.225,68,2.856
3.598,1.402,24,2.763
0.754,2.429,23,4.0
1.069,0.527,10,3.714
3.971,1.137,15,2.596
1.288,2.087,15,3.68
3.131,2.418,13,3.13
2.287,2.435,58,3.338
2.42,1.519,82,2.742
1.058,2.403,81,3.691
1.155,1.71,14,3.824
2.607,1.978,31,3.468
1.946,1.599,44,3.265
3.332,1.082,54,2.639
3.908,0.864,45,2.183
3.381,1.791,81,2.714
2.04,2.231,48,3.357
2.291,1.73,4,3.702
1.217,1.656,48,3.702
2.996,1.357,10,3.164
2.176,1.245,65,3.112
3.529,2.355,65,2.683
2.852,0.638,6,3.09
1.263,1.64,81,3.341
2.056,0.788,46,2.851
2.934,1.654,8,3.337
3.531,1.206,38,2.503
1.858,0.696,50,2.968
2.909,0.617,12,2.583
1.273,2.092,69,3.143
3.686,0.586,79,2.082
2.598,2.448,69,2.761
3.236,1.146,16,3.049
2.01,2.459,57,3.538
3.804,1.308,52,2.221
3.076,2.087,17,3.307
1.207,0.849,33,3.508
2.516,0.906,57,2.889
1.597,1.729,63,3.516
3.45,2.392,21,3.334
3.283,2.309,76,2.771
2.332,2.027,33,3.4
1.696,2.11,10,3.9
3.514,2.496,76,2.645
3.507,2.019,70,2.721
2.367,1.265,38,2.909
3.067,1.156,29,3.228
1.642,1.503,42,3.263
1.851,2.374,12,3.896
3.815,0.532,45,2.319
3.13,2.346,49,3.228
0.938,2.357,56,3.61
2.211,0.746,74,2.669
2.006,0.554,63,2.945
1.462,1.726,47,3.595
3.983,0.635,51,2.178
1.148,1.965,55,3.594
1.737,1.221,1,3.442
3.501,1.089,28,2.867
1.137,1.013,16,3.752
1.941,2.167,1,3.713
2.793,2.378,81,2.629
1.812,0.685,5,3.514
2.049,0.756,65,2.927
2.515,1.956,51,2.961
3.844,2.332,54,2.571
3.574,2.353,68,2.538
1.069,2.251,62,3.552
2.579,1.292,80,2.73
2.856,0.528,59,2.617
1.775,0.514,46,2.976
1.572,0.509,42,3.138
2.673,1.515,6,3.203
2.069,1.081,10,3.475
3.687,2.455,6,3.242
1.24,1.789,50,3.443
0.836,2.147,34,4.0
3.669,2.306,52,2.914
3.657,1.253,48,2.413
2.075,0.732,33,3.18
3.188,0.551,21,3.007
3.491,2.116,74,2.709
1.541,0.56,37,3.25
2.86,1.634,74,2.725
3.133,1.549,75,2.575
1.88,1.496,59,3.254
3.822,2.441,66,2.696
3.892,0.698,24,2.271
2.306,1.723,79,3.094
0.951,0.861,23,3.55
3.733,0.724,62,2.033
2.426,1.738,74,2.941
1.158,1.357,3,3.786
3.116,0.618,23,2.77
2.968,1.679,33,2.954
1.162,2.449,19,4.0
1.607,0.522,37,3.024
3.552,1.099,67,2.384
3.9,1.873,36,2.665
2.037,2.158,15,3.588
1.144,1.627,19,4.0
1.862,1.227,51,3.054
2.375,0.813,48,2.628
1.691,0.825,18,3.449
2.717,2.393,9,3.44
0.726,0.512,73,3.266
3.394,1.823,65,2.554
3.487,1.639,60,2.586
3.286,2.035,20,2.966
1.701,0.762,13,3.342
2.787,1.729,14,3.279
1.905,1.727,28,3.488
1.985,2.162,36,3.477
3.04,2.498,12,3.143
3.484,1.857,7,3.147
3.442,1.787,45,2.767
1.463,0.871,51,3.206
2.871,1.448,49,2.945
1.581,2.012,56,3.472
2.774,2.409,32,3.29
1.912,0.911,23,3.49
3.307,0.608,41,2.454
3.794,2.036,3,2.964
1.657,0.812,5,3.548
3.567,1.809,21,3.074
3.142,0.986,29,2.993
2.568,2.398,58,3.055
2.432,2.142,68,3.027
1.754,1.687,16,3.739
1.371,0.718,78,2.975
0.975,1.683,4,3.987
3.051,0.584,11,2.868
1.434,0.664,66,2.892
2.335,1.891,41,3.126
3.636,0.802,33,2.495
2.915,0.668,70,2.483
1.258,1.396,56,3.437
3.124,2.469,18,3.214
1.409,2.0,74,3.177
3.274,1.516,39,2.707
0.956,0.84,33,3.234
1.168,0.979,13,3.841
3.783,2.114,34,2.728
1.625,0.622,39,3.395
1.197,1.629,76,3.374
1.409,2.312,20,4.0
1.892,1.406,52,3.409
3.464,2.366,72,2.473
1.203,1.974,9,3.702
0.752,1.902,48,3.833
3.554,1.338,56,2.437
1.689,0.845,57,3.011
0.954,0.974,12,3.809
0.792,0.815,58,3.216
3.669,1.948,27,2.73
2.426,1.679,62,2.811
2.715,1.69,18,3.311
2.733,1.15,59,2.799
2.423,0.985,69,2.546
3.239,2.029,8,3.269
3.69,0.966,57,2.323
2.816,0.721,53,2.563
3.485,1.454,60,2.553
0.732,1.942,64,3.551
2.285,0.534,9,3.35
2.693,1.018,24,3.014
1.364,1.836,56,3.726
1.229,1.317,38,3.528
1.15,0.505,26,3.414
1.64,1.909,16,3.741
3.417,0.911,67,2.247
0.791,1.047,79,3.093
2.688,1.493,22,2.883
0.925,2.322,22,3.898
2.658,1.368,82,2.698
1.532,0.64,28,3.566
1.219,1.384,30,3.752
2.237,1.232,29,3.211
1.463,0.733,20,3.299
1.948,0.807,4,3.397
2.789,1.699,27,3.356
3.79,2.462,72,2.455
2.739,2.269,76,2.772
2.373,2.162,15,3.812
2.538,0.988,82,2.306
2.258,1.667,51,3.132
2.557,0.787,62,2.901
2.582,1.363,15,3.095
2.324,1.969,72,2.924
3.302,0.934,47,2.544
1.989,2.217,1,3.914
1.058,1.971,6,4.0
2.822,1.832,64,2.864
3.327,2.27,13,3.209
3.274,1.048,25,2.941
1.532,2.388,70,3.693
2.835,1.285,16,3.251
3.995,1.3,83,1.878
1.045,2.144,26,4.0
2.425,2.217,32,3.646
1.708,1.933,52,3.275
3.311,1.284,61,2.516
1.772,2.282,28,3.315
3.121,2.069,18,3.225
1.229,1.376,75,3.215
0.921,1.27,81,3.153
1.044,1.531,26,3.714
1.559,2.264,36,3.674
3.503,2.157,63,2.755
1.196,0.586,27,3.284
0.81,1.871,83,3.44
3.516,1.493,1,3.246
1.937,0.785,73,2.656
2.643,0.519,9,3.128
0.977,1.347,50,3.511
3.694,0.972,45,2.521
2.365,0.995,77,2.458
0.996,1.738,32,3.742
2.792,1.499,66,2.775
1.906,0.92,73,2.578
1.866,2.294,7,3.831
2.047,1.505,3,3.897
2.377,0.715,77,2.279
2.744,0.89,75,2.316
1.183,2.441,1,4.0
3.189,1.453,58,2.56
0.79,1.981,3,4.0
3.007,2.495,75,3.021
1.305,1.159,62,3.027
2.175,0.56,14,2.963
2.553,1.692,55,2.953
2.836,0.547,9,2.997
3.31,1.286,79,2.561
2.403,0.889,45,2.71
3.604,2.231,26,3.118
3.852,0.662,44,2.361
3.921,2.25,60,2.642
1.755,1.347,12,3.392
0.806,1.444,11,4.0
3.062,0.547,1,2.822
1.531,1.939,21,4.0
3.233,1.906,29,3.016
0.717,1.823,21,4.0
3.265,0.85,67,2.28
0.931,1.378,78,3.238
3.602,2.151,80,2.454
2.849,0.51,65,2.495
1.234,2.016,73,3.528
2.376,2.003,72,3.159
2.367,2.373,32,3.455
3.601,1.64,34,2.706
2.457,1.145,31,3.11
2.517,0.631,62,2.717
1.753,2.22,73,3.173
3.104,1.592,83,2.248
0.866,1.12,31,3.597
3.894,2.201,33,3.028
2.701,1.911,52,3.002
3.491,0.678,10,2.752
3.278,1.794,15,3.012
1.42,2.178,80,3.374
1.654,1.01,57,2.94
1.617,0.937,45,3.055
1.444,2.399,51,3.6
0.752,1.925,58,3.677
3.429,2.274,64,2.697
2.475,1.219,23,3.359
2.651,2.339,36,3.273
2.323,1.682,67,2.849
1.11,1.617,34,3.632
2.139,1.024,76,3.035
1.669,0.549,78,2.846
3.644,1.554,52,2.442
3.014,2.46,61,3.109
1.237,1.285,68,3.26
3.016,2.379,7,3.581
2.51,0.633,64,2.793
0.97,0.95,63,3.19
0.93,1.067,79,2.901
1.187,1.24,3,3.52
3.375,1.612,5,3.086
3.439,2.177,76,2.566
2.707,1.642,11,3.349
0.752,0.75,82,3.277
1.747,0.57,42,3.407
2.023,1.889,13,3.72
1.638,1.931,63,3.09
2.618,0.51,4,3.23
0.905,0.673,24,3.63
0.766,2.266,29,4.0
2.64,1.678,63,3.07
1.573,1.428,51,3.231
2.966,0.683,5,2.907
3.266,1.062,22,2.988
2.716,1.939,24,3.361
3.966,1.64,47,2.409
2.822,1.586,65,2.71
3.25,2.091,7,3.156
2.815,1.959,45,3.181
3.358,1.069,18,2.814
1.989,2.347,39,3.755
2.133,1.704,54,3.308
1.806,0.758,43,3.209
2.602,1.523,34,2.745
1.936,1.347,34,3.313
3.96,2.111,9,2.8
2.69,2.359,9,3.7
1.808,0.931,13,3.547
2.377,1.947,21,3.2
3.276,1.578,74,2.551
3.36,2.304,40,2.981
2.802,0.65,79,2.383
0.708,1.917,63,3.85
3.566,2.438,31,2.927
3.702,1.653,15,2.993
3.576,1.113,30,2.658
2.915,1.821,7,3.277
0.789,0.546,47,3.228
3.838,1.607,69,2.258
0.924,1.28,79,3.334
1.193,0.729,39,3.476
2.772,2.322,68,2.869
2.224,1.452,43,3.553
3.191,2.259,81,2.85
2.789,1.016,83,2.248
0.714,1.126,31,3.791
2.821,2.47,8,3.298
3.532,1.606,67,2.537
3.512,1.252,40,2.798
1.219,2.0,38,3.648
1.846,0.614,28,3.219
1.094,2.037,13,4.0
3.18,0.802,71,2.305
2.771,0.539,50,2.483
2.299,2.488,13,3.681
1.689,0.903,80,3.024
3.297,2.297,80,2.696
3.312,1.507,68,2.596
2.321,0.829,78,2.526
1.111,1.542,10,4.0
2.236,0.888,30,3.188
3.657,0.65,66,2.162
2.627,1.113,8,3.382
3.188,1.469,7,3.035
1.672,1.831,69,3.34
1.832,1.181,18,3.407
1.086,1.086,16,3.611
1.831,1.388,47,3.295
1.26,1.394,70,3.622
2.479,2.155,55,2.966
2.0,0.709,79,2.723
3.458,0.679,13,2.872
1.963,1.536,42,3.123
1.401,1.672,66,3.263
0.978,1.09,9,3.863
1.533,0.929,38,3.289
3.001,2.22,48,3.046
2.767,0.92,15,3.354
2.746,1.796,35,3.164
3.532,1.912,15,3.201
1.534,1.666,46,3.209
2.254,1.299,42,3.087
1.255,2.145,43,3.75
1.422,1.372,40,3.575
1.924,0.677,60,2.632
3.033,0.516,22,2.773
3.451,2.342,20,2.882
1.714,2.154,3,3.787
2.013,2.262,71,3.307
3.629,1.009,37,2.6
3.275,1.034,22,3.066
2.978,1.687,77,2.697
2.044,2.293,79,2.912
1.825,2.282,59,3.264
3.087,1.15,44,2.77
1.008,2.233,45,3.73
2.493,1.275,50,3.042
0.901,0.86,37,3.538
2.757,0.808,25,3.225
2.576,1.666,32,2.772
0.897,0.649,42,3.681
2.086,1.622,40,3.059
1.335,0.542,79,2.802
3.334,0.955,68,2.307
3.714,2.273,15,2.795
1.738,2.31,32,3.794
0.797,1.879,43,3.847
3.662,0.69,81,1.966
3.487,2.32,53,3.032
3.33,1.023,24,2.577
1.876,0.656,37,3.077
0.963,1.197,74,3.46
3.917,0.823,11,2.611
2.328,1.912,7,3.528
1.877,1.15,38,3.321
3.265,1.695,63,2.56
2.913,2.431,63,3.318
0.838,1.384,27,3.774
3.863,1.128,47,2.259
2.535,1.687,48,3.121
1.321,1.723,79,3.337
0.753,1.629,23,3.909
2.522,0.707,83,2.556
2.66,0.537,49,2.625
1.029,2.23,36,3.832
2.498,0.885,80,2.832
2.125,0.579,64,2.689
2.144,1.65,3,3.548
3.918,0.808,70,2.351
1.676,2.417,19,4.0
3.618,1.873,75,2.383
1.837,2.493,14,4.0
1.292,2.134,9,4.0
1.202,1.138,26,3.601
3.804,1.873,42,2.659
0.777,1.357,65,3.451
1.423,0.973,11,3.865
1.824,1.59,46,3.362
2.867,2.37,41,2.993
1.94,0.517,29,2.931
0.767,2.345,73,3.474
2.406,1.008,70,2.81
3.619,0.67,38,2.512
3.626,2.488,17,3.244
3.972,0.718,61,1.977
1.83,2.437,36,3.532
1.104,1.704,4,4.0
0.929,2.21,67,3.946
3.561,1.768,2,2.951
3.169,0.568,74,2.31
2.771,2.019,19,3.148
2.339,1.968,40,3.04
2.209,0.843,28,3.248
2.33,0.678,21,3.214
1.901,1.262,65,2.741
2.266,0.548,64,2.779
1.394,0.505,36,3.253
1.089,2.167,44,3.821
1.397,2.135,56,3.688
3.904,1.431,74,2.186
3.969,1.405,10,2.8
3.18,1.248,5,3.283
3.463,0.797,38,2.213
1.042,1.789,44,3.426
1.106,1.164,4,3.751
1.006,1.084,4,3.822
0.909,0.659,28,3.748
3.166,1.585,67,2.391
0.886,2.46,1,4.0
3.832,2.34,56,2.618
2.858,0.877,4,2.966
1.264,1.428,57,3.527
3.398,1.441,21,2.645
3.418,1.235,72,2.151
2.561,0.991,62,2.641
1.0,1.987,15,3.925
2.023,1.254,36,3.17
2.51,2.068,31,3.358
3.155,0.649,73,2.348
1.685,2.294,79,3.316
3.581,2.015,8,3.013
1.527,1.161,70,3.169
3.994,1.948,61,2.415
1.08,1.661,19,4.0
3.449,1.045,35,2.755
1.136,1.206,58,3.456
3.206,1.638,36,3.017
3.546,1.505,52,2.483
1.733,0.943,41,3.091
1.034,2.202,81,3.426
4.0,2.384,37,2.996
3.904,1.853,19,2.697
3.198,1.713,68,2.761
1.975,1.94,61,3.143
1.144,0.945,26,3.569
2.08,1.05,53,3.003
3.077,0.54,24,2.527
1.203,0.618,17,3.393
0.755,1.059,63,3.525
3.683,0.753,64,2.268
3.01,1.276,48,2.688
2.99,1.094,33,2.822
3.826,2.197,54,2.763
2.418,2.481,62,3.438
1.75,1.024,10,3.667
